# 2026新托福高频词汇表
# 来源: AWL (Academic Word List) + TOEFL 2026真题高频词 + 12学科主题词汇
# 格式: 单词\t词性\t中文释义\t分类\t优先级(1最高)
# 优先级说明: 1=AWL Sublist1-3(必背) 2=AWL Sublist4-6(高频) 3=AWL Sublist7-10(进阶) 4=学科专项 5=功能词/转折词
#
# ===== AWL Sublist 1 (60词, 最高频学术词) =====
#
# --- 经济学 Economics ---
demand	n/v	需求	学科-经济	4
supply	n/v	供给	学科-经济	4
inflation	n	通货膨胀	学科-经济	4
equilibrium	n	均衡	学科-经济	4
surplus	n	盈余	学科-经济	4
deficit	n	赤字	学科-经济	4
tariff	n	关税	学科-经济	4
monopoly	n	垄断	学科-经济	4
depreciation	n	贬值；折旧	学科-经济	4
fiscal	adj	财政的	学科-经济	4
monetary	adj	货币的	学科-经济	4
recession	n	衰退	学科-经济	4
GDP	n	国内生产总值	学科-经济	4
#
# --- 地质与地球科学 Geology & Earth Sciences ---
sediment	n	沉积物	学科-地质	4
erosion	n	侵蚀	学科-地质	4
stratum	n	地层(复数strata)	学科-地质	4
tectonic	adj	构造的	学科-地质	4
volcanic	adj	火山的	学科-地质	4
glacier	n	冰川	学科-地质	4
magma	n	岩浆	学科-地质	4
mineral	n	矿物	学科-地质	4
limestone	n	石灰岩	学科-地质	4
granite	n	花岗岩	学科-地质	4
crust	n	地壳	学科-地质	4
mantle	n	地幔	学科-地质	4
seismic	adj	地震的	学科-地质	4
aquifer	n	含水层	学科-地质	4
continental drift	n	大陆漂移	学科-地质	4
weathering	n	风化	学科-地质	4
geothermal	adj	地热的	学科-地质	4
permafrost	n	永冻土	学科-地质	4
alluvial	adj	冲积的	学科-地质	4
stalactite	n	钟乳石	学科-地质	4
#
# --- 历史与考古 History & Archaeology ---
excavation	n	发掘	学科-历史考古	4
civilisation	n	文明	学科-历史考古	4
era	n	时代	学科-历史考古	4
dynasty	n	朝代	学科-历史考古	4
conquest	n	征服	学科-历史考古	4
colonization	n	殖民	学科-历史考古	4
feudal	adj	封建的	学科-历史考古	4
hieroglyphics	n	象形文字	学科-历史考古	4
Mesopotamia	n	美索不达米亚	学科-历史考古	4
agrarian	adj	农业的	学科-历史考古	4
archaeology	n	考古学	学科-历史考古	4
antiquity	n	古代	学科-历史考古	4
chronicle	n	编年史	学科-历史考古	4
inscription	n	铭文	学科-历史考古	4
relic	n	遗物	学科-历史考古	4
#
# --- 语言学 Linguistics ---
morpheme	n	语素	学科-语言学	4
syntax	n	句法	学科-语言学	4
phoneme	n	音素	学科-语言学	4
dialect	n	方言	学科-语言学	4
semantics	n	语义学	学科-语言学	4
pragmatics	n	语用学	学科-语言学	4
phonology	n	音系学	学科-语言学	4
bilingual	adj	双语的	学科-语言学	4
creole	n	克里奥尔语	学科-语言学	4
pidgin	n	皮钦语	学科-语言学	4
cognate	n/adj	同源词	学科-语言学	4
lexicon	n	词汇	学科-语言学	4
inflection	n	词形变化	学科-语言学	4
etymology	n	词源学	学科-语言学	4
vernacular	n/adj	方言；本土的	学科-语言学	4
#
# --- 心理学 Psychology ---
cognition	n	认知	学科-心理学	4
perception	n	感知	学科-心理学	4
stimulus	n	刺激(复数stimuli)	学科-心理学	4
conditioning	n	条件反射	学科-心理学	4
reinforcement	n	强化	学科-心理学	4
cognitive	adj	认知的	学科-心理学	4
subconscious	adj/n	潜意识的	学科-心理学	4
temperament	n	气质	学科-心理学	4
phobia	n	恐惧症	学科-心理学	4
placebo	n	安慰剂	学科-心理学	4
neuron	n	神经元	学科-心理学	4
synapse	n	突触	学科-心理学	4
habituation	n	习惯化	学科-心理学	4
intrinsic motivation	n	内在动机	学科-心理学	4
developmental	adj	发展的	学科-心理学	4
#
# --- 社会学 Sociology ---
institution	n	制度；机构	学科-社会学	4
mobility	n	流动性	学科-社会学	4
stratification	n	分层	学科-社会学	4
urbanization	n	城市化	学科-社会学	4
demography	n	人口统计学	学科-社会学	4
socialization	n	社会化	学科-社会学	4
bureaucracy	n	官僚体制	学科-社会学	4
deviance	n	越轨行为	学科-社会学	4
stigma	n	污名	学科-社会学	4
patriarchy	n	父权制	学科-社会学	4
solidarity	n	团结	学科-社会学	4
marginalization	n	边缘化	学科-社会学	4
census	n	人口普查	学科-社会学	4
#
# ===== 写作必备: 常用词→学术词升级表 =====
# 格式: 学术词\t词性\t中文(替代日常用词)\t分类\t优先级
substantial	adj	大量的(替代big)	写作升级	5
#
# =====================================
# 2026新托福听力场景词汇 (新增板块)
# 来源: https://kimrasak.github.io/toefl-vocab/listening-2026/
# ETS 蓝图 + 2026 公开考情回忆
# =====================================
#
# ===== Listen and Choose a Response: 日常社交 (15-19题) =====
# 这是2026全新题型，听一段日常对话后选择最自然的回应
#
# --- 购物与客服 Shopping & Customer Service ---
receipt	n	收据	听力-购物客服	4
refund	n/v	退款	听力-购物客服	4
exchange	v/n	换货；兑换	听力-购物客服	4
warranty	n	保修	听力-购物客服	4
discount	n/v	折扣	听力-购物客服	4
coupon	n	优惠券	听力-购物客服	4
checkout	n	结账处	听力-购物客服	4
aisle	n	走道；过道	听力-购物客服	4
on sale	phr	打折中	听力-购物客服	4
out of stock	phr	缺货	听力-购物客服	4
bargain	n/v	便宜货；讨价还价	听力-购物客服	4
complaint	n	投诉	听力-购物客服	4
defective	adj	有缺陷的	听力-购物客服	4
#
# --- 餐饮 Dining ---
reservation	n	预订	听力-餐饮	4
appetizer	n	开胃菜	听力-餐饮	4
entrée	n	主菜	听力-餐饮	4
side dish	n	配菜	听力-餐饮	4
beverage	n	饮料	听力-餐饮	4
tip	n	小费	听力-餐饮	4
split the bill	phr	AA制/分摊费用	听力-餐饮	4
takeout	n	外卖	听力-餐饮	4
allergy	n	过敏	听力-餐饮	4
gluten-free	adj	无麸质的	听力-餐饮	4
vegetarian	n/adj	素食者	听力-餐饮	4
specials	n	今日特餐	听力-餐饮	4
dine in	phr	堂食	听力-餐饮	4
wait list	n	等位名单	听力-餐饮	4
#
# --- 公交/火车/机场 Transportation ---
terminal	n	航站楼	听力-交通	4
boarding pass	n	登机牌	听力-交通	4
layover	n	转机停留	听力-交通	4
departure	n	出发	听力-交通	4
arrival	n	到达	听力-交通	4
delay	n/v	延误	听力-交通	4
connecting flight	n	转机航班	听力-交通	4
platform	n	站台	听力-交通	4
fare	n	票价	听力-交通	4
commute	n/v	通勤	听力-交通	4
round trip	n	往返	听力-交通	4
one-way	adj	单程的	听力-交通	4
carry-on	n	随身行李	听力-交通	4
overhead bin	n	行李架	听力-交通	4
baggage claim	n	行李提取处	听力-交通	4
customs	n	海关	听力-交通	4
express train	n	快车	听力-交通	4
#
# --- 旅行 Travel ---
itinerary	n	行程	听力-旅行	4
accommodation	n	住宿	听力-旅行	4
check in	phr	办理入住	听力-旅行	4
check out	phr	退房	听力-旅行	4
sightseeing	n	观光	听力-旅行	4
souvenir	n	纪念品	听力-旅行	4
guided tour	n	导览	听力-旅行	4
hostel	n	青旅	听力-旅行	4
currency exchange	n	货币兑换	听力-旅行	4
travel insurance	n	旅行保险	听力-旅行	4
landmark	n	地标	听力-旅行	4
scenic	adj	风景优美的	听力-旅行	4
brochure	n	宣传册	听力-旅行	4
jet lag	n	时差反应	听力-旅行	4
passport	n	护照	听力-旅行	4
#
# --- 健身 Fitness ---
gym membership	n	健身房会员	听力-健身	4
workout	n	锻炼	听力-健身	4
treadmill	n	跑步机	听力-健身	4
warm up	phr	热身	听力-健身	4
cool down	phr	放松运动	听力-健身	4
personal trainer	n	私人教练	听力-健身	4
stretch	v/n	拉伸	听力-健身	4
yoga	n	瑜伽	听力-健身	4
cardio	n	有氧运动	听力-健身	4
strength training	n	力量训练	听力-健身	4
locker room	n	更衣室	听力-健身	4
sign up	phr	报名	听力-健身	4
#
# --- 天气 Weather ---
forecast	n/v	天气预报	听力-天气	4
overcast	adj	阴天的	听力-天气	4
drizzle	n/v	毛毛雨	听力-天气	4
humidity	n	湿度	听力-天气	4
breeze	n	微风	听力-天气	4
thunderstorm	n	暴风雨	听力-天气	4
heatwave	n	热浪	听力-天气	4
below freezing	phr	零度以下	听力-天气	4
clear up	phr	放晴	听力-天气	4
precipitation	n	降水	听力-天气	4
temperature drop	n	降温	听力-天气	4
#
# --- 维修 Repairs & Maintenance ---
plumber	n	水管工	听力-维修	4
electrician	n	电工	听力-维修	4
leak	n/v	漏水	听力-维修	4
clogged	adj	堵塞的	听力-维修	4
malfunction	n/v	故障	听力-维修	4
appliance	n	电器	听力-维修	4
repair	v/n	修理	听力-维修	4
replacement	n	更换件	听力-维修	4
out of order	phr	故障中	听力-维修	4
maintenance	n	维护保养	听力-维修	4
thermostat	n	恒温器	听力-维修	4
#
# --- 预约 Appointments ---
appointment	n	预约	听力-预约	4
reschedule	v	改期	听力-预约	4
cancel	v	取消	听力-预约	4
slot	n	时间段	听力-预约	4
confirmation	n	确认	听力-预约	4
waiting room	n	候诊室	听力-预约	4
dentist	n	牙医	听力-预约	4
check-up	n	体检	听力-预约	4
prescription	n	处方	听力-预约	4
follow-up	n/adj	后续复查	听力-预约	4
walk-in	n/adj	无需预约的	听力-预约	4
#
# --- 邀请/时间安排/请求建议 Social Interaction ---
get together	phr	聚会	听力-社交	4
turn down	phr	婉拒	听力-社交	4
rain check	n	改天再约	听力-社交	4
potluck	n	百乐餐(各带一道菜)	听力-社交	4
how about	phr	…怎么样	听力-社交	4
Would you mind	phr	你介意…吗	听力-社交	4
I was wondering	phr	我想知道…	听力-社交	4
That works for me	phr	那对我来说可以	听力-社交	4
I'll pass	phr	我就不去了	听力-社交	4
count me in	phr	算我一个	听力-社交	4
#
# ===== Listen to a Conversation: 短对话 (10题) =====
# 包含生活短对话和职场沟通，旧式三分钟校园对话不再占主导
#
# --- 超市与农夫市场 Grocery & Farmer's Market ---
organic	adj	有机的	听力-超市	4
produce	n	农产品	听力-超市	4
seasonal	adj	时令的	听力-超市	4
locally grown	phr	本地种植的	听力-超市	4
ripe	adj	成熟的	听力-超市	4
expiration date	n	保质期	听力-超市	4
dairy	n/adj	乳制品	听力-超市	4
reusable bag	n	环保袋	听力-超市	4
sample	n/v	样品；品尝	听力-超市	4
vendor	n	摊贩	听力-超市	4
#
# --- 租房 Renting & Housing ---
lease	n/v	租约	听力-租房	4
landlord	n	房东	听力-租房	4
tenant	n	租客	听力-租房	4
deposit	n	押金	听力-租房	4
utilities	n	水电费	听力-租房	4
furnished	adj	带家具的	听力-租房	4
move in	phr	搬入	听力-租房	4
move out	phr	搬出	听力-租房	4
rent	n/v	租金；租	听力-租房	4
roommate	n	室友	听力-租房	4
sublease	n/v	转租	听力-租房	4
renovation	n	翻新	听力-租房	4
#
# --- 电脑/手机/汽车 Tech & Auto ---
crash	v/n	崩溃；死机	听力-科技汽车	4
backup	n/v	备份	听力-科技汽车	4
Wi-Fi	n	无线网络	听力-科技汽车	4
charger	n	充电器	听力-科技汽车	4
battery	n	电池	听力-科技汽车	4
storage	n	存储空间	听力-科技汽车	4
flat tire	n	爆胎	听力-科技汽车	4
navigation	n	导航	听力-科技汽车	4
troubleshoot	v	排除故障	听力-科技汽车	4
#
# --- 职场沟通 Workplace ---
agenda	n	议程	听力-职场	4
minutes	n	会议记录	听力-职场	4
presentation	n	演示报告	听力-职场	4
budget	n	预算	听力-职场	4
client	n	客户	听力-职场	4
proposal	n	提案	听力-职场	4
follow up	phr	跟进	听力-职场	4
brainstorm	v/n	头脑风暴	听力-职场	4
delegate	v	委派	听力-职场	4
feedback	n	反馈	听力-职场	4
remote work	n	远程办公	听力-职场	4
flexible hours	n	弹性工时	听力-职场	4
#
# ===== Listen to an Announcement: 校园公告 (6-10题) =====
#
due date	n	截止日期	听力-校园公告	4
office hours	n	办公时间	听力-校园公告	4
extension	n	延期	听力-校园公告	4
make-up class	n	补课	听力-校园公告	4
venue	n	场地	听力-校园公告	4
postpone	v	推迟	听力-校园公告	4
mandatory	adj	强制的	听力-校园公告	4
optional	adj	可选的	听力-校园公告	4
assignment	n	作业	听力-校园公告	4
midterm	n	期中考试	听力-校园公告	4
final exam	n	期末考试	听力-校园公告	4
grading rubric	n	评分标准	听力-校园公告	4
attendance	n	出勤	听力-校园公告	4
fundraiser	n	募捐活动	听力-校园公告	4
volunteer	n/v	志愿者	听力-校园公告	4
guest speaker	n	嘉宾演讲者	听力-校园公告	4
#
# ===== Listen to an Academic Talk: 短学术讲座补充词 (8-16题) =====
# 补充前面12学科中未覆盖的新增考情学科词
#
# --- 环境与气候 Environment & Climate ---
greenhouse effect	n	温室效应	听力-环境气候	4
carbon footprint	n	碳足迹	听力-环境气候	4
deforestation	n	森林砍伐	听力-环境气候	4
renewable energy	n	可再生能源	听力-环境气候	4
sustainability	n	可持续性	听力-环境气候	4
ozone layer	n	臭氧层	听力-环境气候	4
emission	n	排放	听力-环境气候	4
drought	n	干旱	听力-环境气候	4
flood	n	洪水	听力-环境气候	4
conservation	n	保护	听力-环境气候	4
pollutant	n	污染物	听力-环境气候	4
ice cap	n	冰盖	听力-环境气候	4
sea level rise	n	海平面上升	听力-环境气候	4
biodegradable	adj	可生物降解的	听力-环境气候	4
#
# --- 化学与工程 Chemistry & Engineering ---
catalyst	n	催化剂	听力-化学工程	4
molecule	n	分子	听力-化学工程	4
solvent	n	溶剂	听力-化学工程	4
alloy	n	合金	听力-化学工程	4
polymer	n	聚合物	听力-化学工程	4
oxidation	n	氧化	听力-化学工程	4
prototype	n	原型	听力-化学工程	4
blueprint	n	蓝图	听力-化学工程	4
thermal	adj	热的	听力-化学工程	4
corrosion	n	腐蚀	听力-化学工程	4
combustion	n	燃烧	听力-化学工程	4
#
# --- 神经科学 Neuroscience (心理学扩展) ---
neurotransmitter	n	神经递质	听力-神经科学	4
dopamine	n	多巴胺	听力-神经科学	4
cortex	n	大脑皮层	听力-神经科学	4
hippocampus	n	海马体	听力-神经科学	4
amygdala	n	杏仁核	听力-神经科学	4
plasticity	n	可塑性	听力-神经科学	4
hemisphere	n	(大脑)半球	听力-神经科学	4
cognitive load	n	认知负荷	听力-神经科学	4
working memory	n	工作记忆	听力-神经科学	4
neural pathway	n	神经通路	听力-神经科学	4
#
# ===== 听力高频口语表达 & 否定问句/婉拒 =====
# 2026新听力重点：听懂问句意图、否定问句、婉拒和自然回应
#
I'd rather not	phr	我宁愿不	听力-口语表达	5
I'm afraid	phr	恐怕(委婉拒绝)	听力-口语表达	5
No worries	phr	没关系	听力-口语表达	5
Sounds good	phr	听起来不错	听力-口语表达	5
Let me check	phr	让我查一下	听力-口语表达	5
I'll get back to you	phr	我会回复你	听力-口语表达	5
What do you say	phr	你觉得怎么样	听力-口语表达	5
Can't complain	phr	还不错	听力-口语表达	5
Not really	phr	不太(委婉否定)	听力-口语表达	5
Kind of	phr	有点(模糊回应)	听力-口语表达	5
It depends	phr	看情况	听力-口语表达	5
That's a shame	phr	太可惜了	听力-口语表达	5
By all means	phr	当然可以	听力-口语表达	5
Don't bother	phr	不用麻烦了	听力-口语表达	5
You bet	phr	当然/没问题	听力-口语表达	5
Go ahead	phr	请便	听力-口语表达	5
No wonder	phr	难怪	听力-口语表达	5
As a matter of fact	phr	事实上	听力-口语表达	5
Wouldn't it be better	phr	…不是更好吗(否定问句)	听力-口语表达	5
Don't you think	phr	你不觉得…吗(否定问句)	听力-口语表达	5
#
# =====================================
# 高频短语动词 Phrasal Verbs
# 听力+阅读高频，2026新托福生活场景尤其密集
# =====================================
#
bring up	phr v	提出(话题)；抚养	短语动词	4
come across	phr v	偶然遇到	短语动词	4
come up with	phr v	想出(主意)	短语动词	4
cut back on	phr v	削减	短语动词	4
drop off	phr v	放下(人/物)；减少	短语动词	4
figure out	phr v	弄清楚	短语动词	4
fill in	phr v	填写；代替	短语动词	4
fill out	phr v	填写(表格)	短语动词	4
get along	phr v	相处	短语动词	4
get over	phr v	克服；恢复	短语动词	4
give up	phr v	放弃	短语动词	4
go over	phr v	仔细检查；复习	短语动词	4
hand in	phr v	上交	短语动词	4
hold on	phr v	等一下；坚持	短语动词	4
keep up with	phr v	跟上	短语动词	4
look into	phr v	调查	短语动词	4
look up	phr v	查阅	短语动词	4
make up for	phr v	弥补	短语动词	4
pick up	phr v	接(人)；学会；拿起	短语动词	4
point out	phr v	指出	短语动词	4
put off	phr v	推迟	短语动词	4
put up with	phr v	忍受	短语动词	4
rule out	phr v	排除	短语动词	4
run into	phr v	偶遇；遭遇	短语动词	4
run out of	phr v	用完	短语动词	4
set up	phr v	建立；安装	短语动词	4
show up	phr v	出现；露面	短语动词	4
sort out	phr v	解决；整理	短语动词	4
take on	phr v	承担；呈现	短语动词	4
take over	phr v	接管	短语动词	4
turn in	phr v	上交；就寝	短语动词	4
turn out	phr v	结果是；原来是	短语动词	4
work out	phr v	解决；锻炼；计算	短语动词	4
break down	phr v	分解；出故障	短语动词	4
carry out	phr v	执行；实施	短语动词	4
deal with	phr v	处理	短语动词	4
find out	phr v	发现；查明	短语动词	4
give rise to	phr v	引起；导致	短语动词	4
go through	phr v	经历；仔细查看	短语动词	4
lay off	phr v	裁员	短语动词	4
make sense	phr v	有道理	短语动词	4
pay off	phr v	还清；取得成效	短语动词	4
pull off	phr v	成功做到	短语动词	4
put together	phr v	组合；准备	短语动词	4
settle down	phr v	安顿；平静下来	短语动词	4
shut down	phr v	关闭	短语动词	4
stand out	phr v	突出；显眼	短语动词	4
take into account	phr v	考虑到	短语动词	4
take place	phr v	发生	短语动词	4
try out	phr v	试用	短语动词	4
turn up	phr v	出现；调大	短语动词	4
wipe out	phr v	消灭；彻底摧毁	短语动词	4
call off	phr v	取消	短语动词	4
catch up	phr v	赶上	短语动词	4
cope with	phr v	应对	短语动词	4
cut down	phr v	减少；砍倒	短语动词	4
die out	phr v	灭绝	短语动词	4
draw on	phr v	利用；借鉴	短语动词	4
end up	phr v	最终成为	短语动词	4
fall behind	phr v	落后	短语动词	4
get rid of	phr v	摆脱	短语动词	4
give in	phr v	屈服；让步	短语动词	4
hold off	phr v	推迟；延缓	短语动词	4
kick off	phr v	开始	短语动词	4
let down	phr v	让…失望	短语动词	4
live up to	phr v	达到(期望)	短语动词	4
narrow down	phr v	缩小范围	短语动词	4
opt out	phr v	选择退出	短语动词	4
phase out	phr v	逐步淘汰	短语动词	4
put forward	phr v	提出(建议)	短语动词	4
reach out	phr v	伸出援手；联系	短语动词	4
scale up	phr v	扩大规模	短语动词	4
set aside	phr v	留出；搁置	短语动词	4
stick to	phr v	坚持	短语动词	4
sum up	phr v	总结	短语动词	4
take for granted	phr v	视为理所当然	短语动词	4
touch on	phr v	涉及；谈到	短语动词	4
use up	phr v	用完	短语动词	4
wrap up	phr v	结束；总结	短语动词	4
zero in on	phr v	集中于	短语动词	4
account for	phr v	占(比例)；解释	短语动词	4
boil down to	phr v	归结为	短语动词	4
build on	phr v	以…为基础	短语动词	4
stem from	phr v	源于	短语动词	4
result in	phr v	导致	短语动词	4
lead to	phr v	导致	短语动词	4
refer to	phr v	指的是；参考	短语动词	4
#
# =====================================
# 学术讲座信号词/路标短语
# Lecture Signposting Language
# 听力理解关键：教授用这些短语组织讲座结构
# =====================================
#
In other words	phr	换句话说	讲座信号词-释义	5
What I mean is	phr	我的意思是	讲座信号词-释义	5
That is to say	phr	也就是说	讲座信号词-释义	5
Let me put it this way	phr	这么说吧	讲座信号词-释义	5
To put it simply	phr	简单来说	讲座信号词-释义	5
The point is	phr	关键是	讲座信号词-强调	5
Here's the thing	phr	问题在于	讲座信号词-强调	5
Keep in mind	phr	记住	讲座信号词-强调	5
Bear in mind	phr	请注意	讲座信号词-强调	5
The bottom line is	phr	最重要的是	讲座信号词-强调	5
What's interesting is	phr	有趣的是	讲座信号词-强调	5
What's remarkable is	phr	值得注意的是	讲座信号词-强调	5
Moving on to	phr	接下来讲	讲座信号词-转换	5
Let's turn to	phr	让我们转向	讲座信号词-转换	5
That brings us to	phr	这就引出了	讲座信号词-转换	5
Now, another point	phr	另外一点	讲座信号词-转换	5
As I mentioned	phr	正如我提到的	讲座信号词-回指	5
As we discussed	phr	正如我们讨论的	讲座信号词-回指	5
Going back to	phr	回到(之前的话题)	讲座信号词-回指	5
To sum up	phr	总结一下	讲座信号词-总结	5
All in all	phr	总的来说	讲座信号词-总结	5
In a nutshell	phr	简而言之	讲座信号词-总结	5
So, to recap	phr	所以回顾一下	讲座信号词-总结	5
For instance	phr	例如	讲座信号词-举例	5
Take ... for example	phr	以…为例	讲座信号词-举例	5
A case in point	phr	一个恰当的例子	讲座信号词-举例	5
In particular	phr	尤其是	讲座信号词-举例	5
On the other hand	phr	另一方面	讲座信号词-对比	5
Having said that	phr	话虽如此	讲座信号词-对比	5
As opposed to	phr	与…相反	讲座信号词-对比	5
In contrast to	phr	与…形成对比	讲座信号词-对比	5
#
# =====================================
# 高频学术搭配 Academic Collocations
# 阅读+写作中反复出现的固定搭配
# =====================================
#
conduct research	phr	进行研究	学术搭配	5
draw a conclusion	phr	得出结论	学术搭配	5
reach a consensus	phr	达成共识	学术搭配	5
pose a threat	phr	构成威胁	学术搭配	5
raise awareness	phr	提高意识	学术搭配	5
play a role	phr	发挥作用	学术搭配	5
shed light on	phr	阐明	学术搭配	5
cast doubt on	phr	对…产生怀疑	学术搭配	5
gain insight into	phr	深入了解	学术搭配	5
lend support to	phr	支持	学术搭配	5
take measures	phr	采取措施	学术搭配	5
undergo a transformation	phr	经历转变	学术搭配	5
come to the conclusion	phr	得出结论	学术搭配	5
bear a resemblance to	phr	与…相似	学术搭配	5
have implications for	phr	对…有影响	学术搭配	5
lay the groundwork	phr	奠定基础	学术搭配	5
serve as	phr	作为；充当	学术搭配	5
give way to	phr	让位于	学术搭配	5
bring about	phr	引起；导致	学术搭配	5
a growing body of evidence	phr	越来越多的证据	学术搭配	5
in the wake of	phr	在…之后	学术搭配	5
in light of	phr	鉴于	学术搭配	5
in terms of	phr	在…方面	学术搭配	5
with regard to	phr	关于	学术搭配	5
with respect to	phr	就…而言	学术搭配	5
on the grounds that	phr	基于…的理由	学术搭配	5
to a certain extent	phr	在一定程度上	学术搭配	5
for the most part	phr	大部分	学术搭配	5
by and large	phr	总体上	学术搭配	5
in the long run	phr	从长远来看	学术搭配	5
at the expense of	phr	以…为代价	学术搭配	5
in conjunction with	phr	与…一起	学术搭配	5
in response to	phr	回应；响应	学术搭配	5
on account of	phr	由于	学术搭配	5
as a result of	phr	由于	学术搭配	5
prior to	phr	在…之前	学术搭配	5
in the absence of	phr	在缺乏…的情况下	学术搭配	5
on the basis of	phr	基于	学术搭配	5
with the exception of	phr	除…之外	学术搭配	5
regardless of	phr	不管	学术搭配	5
#
# =====================================
# TOEFL听力高频习语 Idioms
# 2026新听力日常场景大量出现
# =====================================
#
a piece of cake	idiom	非常容易	听力-习语	5
hit the nail on the head	idiom	说到点子上	听力-习语	5
on the same page	idiom	达成一致	听力-习语	5
the last straw	idiom	最后一根稻草	听力-习语	5
bite off more than you can chew	idiom	贪多嚼不烂	听力-习语	5
break the ice	idiom	打破冷场；缓和气氛	听力-习语	5
get the hang of	idiom	掌握窍门	听力-习语	5
in the same boat	idiom	处境相同	听力-习语	5
it's up to you	idiom	由你决定	听力-习语	5
jump to conclusions	idiom	草率下结论	听力-习语	5
miss the boat	idiom	错过机会	听力-习语	5
play it by ear	idiom	见机行事	听力-习语	5
pull someone's leg	idiom	开玩笑	听力-习语	5
see eye to eye	idiom	看法一致	听力-习语	5
sleep on it	idiom	考虑一晚再决定	听力-习语	5
take it easy	idiom	放轻松	听力-习语	5
under the weather	idiom	身体不舒服	听力-习语	5
a long shot	idiom	希望渺茫	听力-习语	5
back to square one	idiom	回到原点	听力-习语	5
cut corners	idiom	偷工减料	听力-习语	5
get cold feet	idiom	临阵退缩	听力-习语	5
go the extra mile	idiom	加倍努力	听力-习语	5
A and B often go hand in hand	idiom	密切相关	听力-习语	5
be swamped	idiom	忙得不可开交	听力-习语	5
hit the books	idiom	用功读书	听力-习语	5
once in a blue moon	idiom	千载难逢	听力-习语	5
call it a day	idiom	收工；到此为止	听力-习语	5
from scratch	idiom	从头开始	听力-习语	5
down the road	idiom	将来	听力-习语	5
the big picture	idiom	全局；大局	听力-习语	5
#
# =====================================
# 补充遗漏的高频单词
# (查漏补缺：前面各类中未收录但考试高频)
# =====================================
#
abundant	adj	丰富的	补充高频词	3
adversely	adv	不利地	补充高频词	3
analogous	adj	类似的	补充高频词	3
burgeon	v	迅速发展	补充高频词	3
chronic	adj	慢性的；长期的	补充高频词	3
circumvent	v	规避	补充高频词	3
coexist	v	共存	补充高频词	3
compel	v	强迫	补充高频词	3
consensus	n	共识	补充高频词	3
corresponding	adj	相应的	补充高频词	3
credible	adj	可信的	补充高频词	3
curtail	v	缩减	补充高频词	3
deteriorate	v	恶化	补充高频词	3
detrimental	adj	有害的	补充高频词	3
disparity	n	差距	补充高频词	3
elaborate	adj/v	精心的；详述	补充高频词	3
encompass	v	包含	补充高频词	3
endeavor	n/v	努力	补充高频词	3
entail	v	需要；牵涉	补充高频词	3
feasible	adj	可行的	补充高频词	3
hinder	v	阻碍	补充高频词	3
impede	v	阻碍	补充高频词	3
incentivize	v	激励	补充高频词	3
indispensable	adj	不可或缺的	补充高频词	3
innate	adj	天生的	补充高频词	3
meticulous	adj	一丝不苟的	补充高频词	3
negligible	adj	可忽略的	补充高频词	3
nuance	n	细微差别	补充高频词	3
obsolete	adj	过时的	补充高频词	3
paramount	adj	至关重要的	补充高频词	3
pertinent	adj	相关的	补充高频词	3
plethora	n	过多；大量	补充高频词	3
profound	adj	深刻的	补充高频词	3
proliferate	v	激增	补充高频词	3
propensity	n	倾向	补充高频词	3
proximity	n	接近	补充高频词	3
redundant	adj	多余的	补充高频词	3
resilience	n	韧性；恢复力	补充高频词	3
rudimentary	adj	基础的；初步的	补充高频词	3
scarcity	n	稀缺	补充高频词	3
scrutinize	v	仔细审查	补充高频词	3
sparse	adj	稀疏的	补充高频词	3
stagnant	adj	停滞的	补充高频词	3
tangible	adj	有形的；切实的	补充高频词	3
unprecedented	adj	史无前例的	补充高频词	3
viable	adj	可行的	补充高频词	3
volatile	adj	不稳定的；挥发性的	补充高频词	3
#
# =====================================================================
#  以下为满分选手视角的深度补充
#  一个6.0满分选手与5.0选手的差距，不在词汇量，而在：
#  ① 同义替换的瞬间反应（阅读正确率的核心）
#  ② 精准的语气/态度判断（听力高分题的关键）
#  ③ 学科深层词汇（不是认识，是听到就能反应）
#  ④ 写作中"恰好正确"的高阶表达（不是堆砌大词）
#  ⑤ 易混淆词对的零失误（Complete the Words的陷阱）
# =====================================================================
#
#
# ======= A. 同义替换对 Synonym Pairs =======
# TOEFL阅读的本质就是 paraphrase recognition
# 正确选项几乎从不原词重现，而是用同义词替换
# 满分选手对这些替换对有肌肉记忆
#
# --- 动词同义替换 ---
#  原词 → 常见替换词（题目中互相替代出现）
foster	v	培养；促进(=promote, nurture, cultivate)	同义替换-动词	2
bolster	v	支撑；加强(=reinforce, strengthen, buttress)	同义替换-动词	2
supersede	v	取代(=replace, supplant, displace)	同义替换-动词	2
augment	v	增加(=increase, supplement, enhance)	同义替换-动词	2
deplete	v	耗尽(=exhaust, drain, use up)	同义替换-动词	2
elucidate	v	阐明(=clarify, explain, illuminate)	同义替换-动词	2
precipitate	v	促使(=trigger, cause, bring about)	同义替换-动词	2
substantiate	v	证实(=verify, confirm, corroborate)	同义替换-动词	2
postulate	v	假定(=hypothesize, propose, posit)	同义替换-动词	2
thrive	v	繁荣(=flourish, prosper, boom)	同义替换-动词	2
wane	v	减弱(=decline, diminish, fade)	同义替换-动词	2
stipulate	v	规定(=specify, require, mandate)	同义替换-动词	2
pervade	v	弥漫(=permeate, spread through)	同义替换-动词	2
supplant	v	取代(=replace, supersede, displace)	同义替换-动词	2
